"jenis_kelamin","umur","asal","penempatan","gaji","pendidikan","IPK","pengalaman","jenis_rekrut","id","status_rekrut"
"1","2","9","25","3","0",1.39,"1","1","7164","0"
"0","1","18","28","5","0",2.31,"5","1","7165","0"
"0","1","30","30","3","3",3.76,"3","2","7166","1"
"1","2","29","29","2","2",3.46,"4","2","7167","1"
"0","3","17","3","4","0",2.53,"3","2","7168","0"
"0","1","1","1","1","2",3.1,"2","1","7169","1"
"0","1","21","21","3","3",3.64,"4","2","7170","1"
"1","2","29","19","5","0",1.33,"4","2","7171","0"
"0","2","1","1","3","3",3.43,"3","2","7172","1"
"1","3","3","4","4","0",2.65,"0","1","7173","0"
"1","1","30","4","3","0",1.81,"4","2","7174","0"
"0","2","13","16","5","0",1.12,"4","1","7175","0"
"1","1","31","31","2","1",3.3,"2","1","7176","1"
"1","1","16","1","5","0",2.93,"0","1","7177","0"
"0","2","9","17","4","0",2.24,"5","1","7178","0"
"1","1","13","10","4","0",2.69,"0","1","7179","0"
"0","2","26","10","4","0",2.28,"1","1","7180","0"
"1","1","24","24","2","1",3.5,"2","2","7181","1"
"1","2","22","22","2","2",4.0,"1","1","7182","1"
"1","1","8","14","3","0",1.64,"1","2","7183","0"
"0","2","8","8","1","1",3.8,"1","1","7184","1"
"0","1","16","16","3","1",3.68,"4","2","7185","1"
"0","2","29","34","3","0",2.6,"3","2","7186","0"
"0","1","24","24","3","3",3.95,"2","2","7187","1"
"0","1","10","10","2","3",3.7,"3","2","7188","1"
"1","1","20","4","4","0",2.49,"0","2","7189","0"
"0","2","16","28","4","0",1.71,"3","1","7190","0"
"0","2","33","21","3","0",2.62,"4","2","7191","0"
"1","3","5","20","3","0",1.54,"1","2","7192","0"
"1","1","32","21","4","0",1.62,"4","1","7193","0"
"1","2","33","33","3","3",3.44,"2","2","7194","1"
"0","1","33","33","3","2",3.4,"3","2","7195","1"
"1","1","34","18","3","0",2.94,"0","2","7196","0"
"0","2","24","24","1","1",3.3,"1","1","7197","1"
"0","2","7","16","3","0",1.03,"1","2","7198","0"
"0","1","17","17","2","2",3.3,"0","1","7199","1"
"1","1","3","3","2","1",3.1,"0","1","7200","1"
"0","1","21","19","5","0",1.47,"4","2","7201","0"
"1","2","1","1","1","2",3.8,"1","1","7202","1"
"0","2","10","18","5","0",2.21,"1","2","7203","0"
"0","1","18","18","1","1",3.5,"2","1","7204","1"
"1","2","4","4","2","2",3.81,"4","2","7205","1"
"1","2","20","29","4","0",2.37,"0","2","7206","0"
"0","3","29","34","5","0",2.36,"4","1","7207","0"
"0","1","19","1","3","0",1.82,"0","2","7208","0"
"0","2","3","21","3","0",1.92,"5","1","7209","0"
"0","3","18","32","4","0",1.11,"4","2","7210","0"
"1","1","10","34","4","0",1.25,"0","2","7211","0"
"0","2","16","19","5","0",1.62,"3","2","7212","0"
"1","2","14","14","3","2",3.32,"4","2","7213","1"
"1","3","28","8","5","0",2.5,"2","2","7214","0"
"1","2","2","12","5","0",2.99,"4","2","7215","0"
"1","2","25","25","2","2",3.77,"3","2","7216","1"
"1","1","18","18","2","1",3.1,"2","1","7217","1"
"0","2","15","15","2","1",3.4,"1","1","7218","1"
"1","3","22","16","3","0",1.99,"3","2","7219","0"
"1","1","32","32","2","2",3.9,"2","1","7220","1"
"0","1","5","6","5","0",2.43,"3","1","7221","0"
"0","2","8","8","3","1",3.79,"3","2","7222","1"
"0","1","29","32","3","0",2.32,"3","2","7223","0"
"0","2","27","27","2","3",3.32,"3","2","7224","1"
"1","1","24","24","2","3",3.8,"3","2","7225","1"
"0","1","17","17","3","1",3.59,"4","2","7226","1"
"1","1","33","33","1","1",3.9,"2","1","7227","1"
"0","2","32","32","2","1",3.8,"2","1","7228","1"
"0","1","33","33","3","3",3.47,"3","2","7229","1"
"0","1","31","31","2","2",4.0,"1","1","7230","1"
"1","1","19","19","2","1",3.4,"3","2","7231","1"
"0","2","1","1","3","1",3.93,"4","2","7232","1"
"0","3","10","32","4","0",2.11,"3","1","7233","0"
"0","2","14","14","2","1",3.9,"2","1","7234","1"
"0","1","26","5","4","0",2.07,"1","1","7235","0"
"0","2","6","6","2","1",3.4,"1","1","7236","1"
"0","1","31","29","4","0",1.76,"0","2","7237","0"
"0","2","19","31","4","0",1.46,"5","1","7238","0"
"1","3","21","32","4","0",1.61,"5","2","7239","0"
"1","1","30","30","2","2",3.2,"0","1","7240","1"
"0","1","18","9","3","0",2.9,"5","1","7241","0"
"0","3","7","16","4","0",1.52,"2","2","7242","0"
"1","3","13","15","3","0",1.73,"2","1","7243","0"
"1","2","23","23","1","1",4.0,"2","1","7244","1"
"0","2","1","1","2","3",3.4,"3","2","7245","1"
"1","3","20","19","3","0",2.93,"0","1","7246","0"
"1","3","19","23","3","0",1.49,"1","2","7247","0"
"1","3","4","29","4","0",2.22,"5","2","7248","0"
"1","1","8","1","4","0",1.15,"5","2","7249","0"
"1","1","19","12","3","0",1.59,"1","1","7250","0"
"0","2","15","15","2","1",3.3,"0","1","7251","1"
"1","1","8","8","2","1",3.4,"1","1","7252","1"
"1","1","33","24","3","0",1.59,"4","2","7253","0"
"0","2","25","25","2","2",3.7,"1","1","7254","1"
"0","1","16","16","3","1",3.27,"4","2","7255","1"
"1","2","34","34","2","2",3.2,"2","1","7256","1"
"0","2","15","27","5","0",1.94,"0","2","7257","0"
"0","2","29","21","4","0",1.39,"3","1","7258","0"
"0","1","9","28","4","0",1.31,"1","2","7259","0"
"0","3","11","15","4","0",1.36,"2","1","7260","0"
"1","1","22","22","3","3",3.33,"4","2","7261","1"
"1","2","32","3","5","0",2.31,"4","1","7262","0"
"0","1","18","30","3","0",2.87,"2","1","7263","0"
"1","2","23","23","3","3",3.36,"4","2","7264","1"
"1","2","11","11","3","2",3.85,"2","2","7265","1"
"1","2","29","29","2","2",3.75,"3","2","7266","1"
"1","1","26","26","2","1",4.0,"3","2","7267","1"
"0","2","34","34","3","1",3.32,"3","2","7268","1"
"0","1","26","34","5","0",1.34,"5","1","7269","0"
"0","3","31","21","4","0",2.97,"5","1","7270","0"
"1","1","28","12","5","0",1.96,"0","2","7271","0"
"0","1","8","8","2","3",3.27,"2","2","7272","1"
"1","1","19","19","2","1",3.83,"4","2","7273","1"
"1","1","22","7","3","0",2.93,"2","1","7274","0"
"0","1","30","30","3","3",3.3,"4","2","7275","1"
"1","3","5","30","3","0",1.48,"5","2","7276","0"
"1","2","27","27","2","2",3.85,"3","2","7277","1"
"0","2","16","13","5","0",2.89,"4","2","7278","0"
"1","3","26","27","3","0",2.74,"3","2","7279","0"
"1","1","18","18","1","2",3.2,"0","1","7280","1"
"0","2","2","2","2","1",3.6,"2","1","7281","1"
"0","2","13","13","1","2",3.9,"2","1","7282","1"
"1","2","11","17","4","0",1.08,"0","1","7283","0"
"0","1","8","8","2","2",3.98,"3","2","7284","1"
"0","1","25","25","1","2",3.9,"1","1","7285","1"
"1","2","34","34","2","1",3.89,"2","2","7286","1"
"1","2","21","21","2","1",3.9,"4","2","7287","1"
"0","1","24","24","2","2",3.32,"4","2","7288","1"
"1","2","30","30","2","3",3.66,"2","2","7289","1"
"0","2","20","20","2","3",3.78,"3","2","7290","1"
"0","1","28","28","1","1",3.2,"2","1","7291","1"
"0","2","26","26","1","1",3.1,"2","1","7292","1"
"1","1","21","10","3","0",2.57,"1","2","7293","0"
"0","3","27","18","4","0",2.02,"1","2","7294","0"
"0","2","17","9","3","0",1.82,"2","2","7295","0"
"1","2","24","24","2","2",3.9,"0","1","7296","1"
"0","3","10","5","4","0",1.07,"2","1","7297","0"
"1","2","9","9","2","2",3.52,"2","2","7298","1"
"1","1","18","18","2","1",3.5,"0","1","7299","1"
"0","1","19","19","2","1",3.67,"2","2","7300","1"
"1","3","19","19","5","0",1.94,"1","1","7301","0"
"1","2","3","3","3","1",3.35,"4","2","7302","1"
"0","2","30","30","3","2",3.66,"3","2","7303","1"
"0","2","16","16","2","3",3.39,"3","2","7304","1"
"0","2","8","22","4","0",1.13,"2","1","7305","0"
"1","2","16","16","3","1",3.85,"4","2","7306","1"
"0","3","19","34","3","0",1.89,"3","2","7307","0"
"1","2","11","11","2","2",3.64,"4","2","7308","1"
"0","2","7","7","2","1",3.2,"1","1","7309","1"
"0","2","20","30","5","0",2.07,"2","2","7310","0"
"1","3","15","12","4","0",1.29,"5","2","7311","0"
"0","2","13","13","3","3",3.62,"2","2","7312","1"
"1","1","23","23","2","3",3.6,"2","2","7313","1"
"0","1","22","1","3","0",1.41,"3","1","7314","0"
"0","1","18","18","2","3",3.63,"2","2","7315","1"
"0","3","19","19","4","0",1.21,"4","2","7316","0"
"0","1","24","24","1","2",3.1,"1","1","7317","1"
"0","3","23","20","3","0",1.62,"0","1","7318","0"
"0","3","4","30","5","0",2.9,"5","2","7319","0"
"1","2","27","27","1","1",3.9,"2","1","7320","1"
"0","1","34","34","1","1",3.7,"2","1","7321","1"
"1","1","8","27","3","0",2.87,"2","2","7322","0"
"1","3","3","4","3","0",2.48,"4","1","7323","0"
"1","1","22","23","4","0",2.66,"1","1","7324","0"
"0","1","16","16","1","1",4.0,"1","1","7325","1"
"1","3","16","18","3","0",2.57,"3","1","7326","0"
"0","2","31","18","5","0",1.59,"4","1","7327","0"
"1","2","29","29","3","3",3.71,"4","2","7328","1"
"1","1","19","19","1","2",3.2,"0","1","7329","1"
"1","1","29","29","3","1",3.62,"3","2","7330","1"
"1","3","32","19","3","0",1.49,"2","2","7331","0"
"1","2","15","22","5","0",1.09,"2","2","7332","0"
"1","2","10","1","3","0",1.52,"3","1","7333","0"
"0","1","27","19","4","0",1.4,"1","1","7334","0"
"0","1","13","13","2","2",3.49,"2","2","7335","1"
"1","1","26","25","5","0",2.05,"3","2","7336","0"
"0","2","6","19","3","0",2.68,"1","2","7337","0"
"1","1","33","10","4","0",1.65,"3","1","7338","0"
"1","1","1","24","5","0",2.91,"2","2","7339","0"
"1","1","30","30","3","3",3.91,"3","2","7340","1"
"0","3","27","12","5","0",1.83,"2","2","7341","0"
"1","2","10","1","5","0",1.33,"1","1","7342","0"
"1","1","2","2","2","1",4.0,"0","1","7343","1"
"1","1","22","22","2","3",3.41,"3","2","7344","1"
"1","1","7","29","5","0",2.08,"0","1","7345","0"
"1","1","17","10","3","0",2.64,"2","1","7346","0"
"0","3","13","27","3","0",1.66,"0","1","7347","0"
"0","1","29","29","3","2",3.96,"4","2","7348","1"
"0","1","12","11","3","0",1.73,"4","1","7349","0"
"1","2","16","16","1","1",4.0,"1","1","7350","1"
"1","2","12","30","3","0",2.03,"0","1","7351","0"
"0","2","3","3","2","2",3.2,"1","1","7352","1"
"0","2","15","15","1","2",3.1,"1","1","7353","1"
"1","2","12","12","2","2",3.4,"2","1","7354","1"
"1","1","3","3","3","3",3.71,"3","2","7355","1"
"1","2","17","34","4","0",2.61,"4","2","7356","0"
"1","1","24","24","1","1",3.3,"2","1","7357","1"
"0","3","11","7","3","0",1.98,"5","1","7358","0"
"0","3","7","10","5","0",1.13,"2","2","7359","0"
"0","2","15","15","1","1",3.2,"0","1","7360","1"
"1","1","24","32","4","0",2.82,"4","1","7361","0"
"0","1","9","9","1","1",3.3,"0","1","7362","1"
"1","2","13","8","5","0",2.13,"2","1","7363","0"
"0","1","1","1","1","1",3.7,"0","1","7364","1"
"1","2","32","32","2","2",3.39,"2","2","7365","1"
"0","2","33","33","3","1",3.58,"4","2","7366","1"
"0","2","11","11","2","1",4.0,"2","1","7367","1"
"0","1","22","25","4","0",2.75,"2","1","7368","0"
"0","2","33","19","4","0",2.13,"3","1","7369","0"
"1","2","29","29","2","3",3.5,"2","2","7370","1"
"0","2","2","13","4","0",1.19,"4","2","7371","0"
"1","2","10","10","1","1",3.4,"0","1","7372","1"
"0","2","1","6","5","0",2.39,"3","1","7373","0"
"1","3","6","11","4","0",1.89,"0","1","7374","0"
"0","2","30","30","3","1",3.9,"3","2","7375","1"
"1","1","11","11","1","1",3.8,"0","1","7376","1"
"1","1","14","14","1","2",4.0,"0","1","7377","1"
"0","2","19","32","5","0",1.37,"2","1","7378","0"
"0","3","15","13","4","0",1.53,"4","2","7379","0"
"0","1","3","26","4","0",1.37,"3","2","7380","0"
"0","1","27","27","2","3",3.35,"4","2","7381","1"
"0","2","29","29","2","2",3.9,"2","1","7382","1"
"0","3","14","23","5","0",2.35,"3","1","7383","0"
"1","1","4","4","2","2",3.8,"2","1","7384","1"
"1","2","7","11","4","0",1.82,"2","2","7385","0"
"1","2","20","20","2","1",3.38,"4","2","7386","1"
"0","2","29","29","3","3",3.45,"3","2","7387","1"
"1","2","22","13","5","0",2.57,"1","2","7388","0"
"0","2","9","9","2","2",3.5,"0","1","7389","1"
"1","2","20","20","3","2",3.26,"4","2","7390","1"
"0","1","13","14","3","0",1.94,"5","1","7391","0"
"1","2","3","3","1","2",3.6,"1","1","7392","1"
"0","1","16","16","2","2",3.4,"1","1","7393","1"
"0","2","34","34","3","3",3.72,"2","2","7394","1"
"1","2","22","22","3","2",3.72,"2","2","7395","1"
"1","1","26","32","5","0",1.93,"3","1","7396","0"
"1","3","16","7","4","0",1.68,"3","2","7397","0"
"0","2","34","34","3","1",3.51,"3","2","7398","1"
"0","2","30","30","4","0",1.98,"2","2","7399","0"
"0","1","28","28","2","2",3.88,"2","2","7400","1"
"0","2","12","24","5","0",2.25,"0","1","7401","0"
"1","3","29","28","5","0",1.06,"3","2","7402","0"
"0","2","17","17","2","1",3.2,"0","1","7403","1"
"1","2","1","1","3","1",3.33,"4","2","7404","1"
"0","1","33","4","4","0",1.26,"5","1","7405","0"
"1","3","19","30","4","0",1.77,"0","2","7406","0"
"0","3","6","23","5","0",2.03,"2","1","7407","0"
"0","2","32","32","3","3",3.86,"3","2","7408","1"
"1","1","21","21","2","3",3.28,"2","2","7409","1"
"1","2","29","26","3","0",1.85,"1","1","7410","0"
"1","3","21","21","4","0",2.73,"3","1","7411","0"
"0","1","2","2","2","1",3.4,"0","1","7412","1"
"0","2","22","22","2","1",3.2,"2","1","7413","1"
"0","1","17","20","3","0",1.2,"5","1","7414","0"
"0","2","9","32","4","0",2.8,"3","2","7415","0"
"0","3","14","33","5","0",2.79,"3","1","7416","0"
"1","1","21","21","3","1",3.83,"3","2","7417","1"
"1","3","20","17","4","0",1.23,"5","2","7418","0"
"1","3","27","30","5","0",2.92,"0","2","7419","0"
"1","1","26","26","2","1",4.0,"1","1","7420","1"
"1","2","23","23","2","3",4.0,"3","2","7421","1"
"1","2","28","28","2","2",3.6,"1","1","7422","1"
"0","1","19","19","3","1",3.43,"3","2","7423","1"
"0","1","13","15","4","0",2.37,"1","1","7424","0"
"1","3","28","32","4","0",2.81,"5","1","7425","0"
"1","2","22","22","3","3",3.35,"3","2","7426","1"
"1","1","18","1","4","0",1.81,"5","1","7427","0"
"0","1","30","30","2","1",3.6,"0","1","7428","1"
"0","1","10","10","2","1",3.66,"2","2","7429","1"
"0","2","31","3","4","0",1.23,"1","2","7430","0"
"1","2","27","9","5","0",2.15,"2","2","7431","0"
"1","1","4","28","4","0",2.82,"2","2","7432","0"
"1","1","30","30","3","2",3.9,"4","2","7433","1"
"0","1","19","19","3","3",3.42,"2","2","7434","1"
"1","1","30","30","4","0",2.76,"0","2","7435","0"
"1","1","1","1","1","2",3.3,"1","1","7436","1"
"0","2","33","33","1","2",3.8,"0","1","7437","1"
"1","1","24","24","1","1",4.0,"1","1","7438","1"
"1","2","33","33","1","2",3.7,"0","1","7439","1"
"1","3","22","19","5","0",2.41,"3","2","7440","0"
"1","1","11","11","2","1",3.8,"2","1","7441","1"
"1","2","29","29","1","2",3.5,"1","1","7442","1"
"0","1","6","30","5","0",1.78,"4","2","7443","0"
"0","2","34","34","2","2",3.89,"2","2","7444","1"
"1","1","24","24","2","3",3.95,"2","2","7445","1"
"0","3","12","13","4","0",1.52,"1","1","7446","0"
"1","3","7","34","4","0",1.4,"3","1","7447","0"
"1","1","7","9","4","0",1.89,"1","2","7448","0"
"0","2","14","14","1","1",3.7,"2","1","7449","1"
"0","2","5","12","5","0",2.86,"4","1","7450","0"
"1","2","13","23","3","0",2.18,"0","2","7451","0"
"1","2","28","28","2","2",3.7,"2","1","7452","1"
"0","3","11","29","4","0",2.45,"3","1","7453","0"
"0","2","15","15","2","1",3.2,"0","1","7454","1"
"1","3","29","27","4","0",1.81,"0","1","7455","0"
"0","3","29","9","4","0",2.18,"0","1","7456","0"
"0","1","2","2","2","2",3.9,"1","1","7457","1"
"0","1","4","4","3","3",3.48,"4","2","7458","1"
"1","2","28","28","1","2",3.6,"1","1","7459","1"
"1","2","25","25","2","1",3.6,"1","1","7460","1"
"1","1","23","23","2","1",3.9,"2","1","7461","1"
"0","2","4","4","3","1",3.75,"2","2","7462","1"
"0","3","22","33","3","0",2.14,"0","1","7463","0"
"1","3","16","10","3","0",1.68,"4","2","7464","0"
"1","3","13","21","3","0",2.35,"4","2","7465","0"
"0","1","19","30","4","0",2.81,"2","1","7466","0"
"0","1","19","19","5","0",2.02,"3","2","7467","0"
"1","2","5","5","1","2",3.3,"2","1","7468","1"
"1","2","33","33","2","2",3.1,"0","1","7469","1"
"1","2","24","24","1","1",3.6,"1","1","7470","1"
"1","2","33","33","2","2",3.53,"3","2","7471","1"
"0","2","17","17","2","3",3.41,"2","2","7472","1"
"0","3","26","16","5","0",1.02,"5","2","7473","0"
"1","2","17","28","3","0",2.13,"4","1","7474","0"
"1","2","9","9","2","1",3.9,"0","1","7475","1"
"0","2","23","14","3","0",2.84,"4","1","7476","0"
"0","1","32","21","4","0",2.15,"4","2","7477","0"
"1","3","33","21","3","0",2.03,"1","2","7478","0"
"0","3","12","16","3","0",1.23,"5","2","7479","0"
"0","1","16","30","4","0",1.74,"2","2","7480","0"
"0","1","16","16","3","3",3.54,"3","2","7481","1"
"0","2","26","26","2","1",3.47,"2","2","7482","1"
"0","3","14","29","3","0",1.26,"1","1","7483","0"
"0","1","31","27","4","0",1.5,"1","1","7484","0"
"0","1","17","12","4","0",2.15,"5","1","7485","0"
"0","3","21","32","5","0",1.44,"4","1","7486","0"
"0","2","8","34","5","0",1.82,"5","2","7487","0"
"0","2","24","14","3","0",1.95,"3","1","7488","0"
"0","1","18","18","3","1",3.35,"4","2","7489","1"
"1","1","25","25","3","2",3.27,"2","2","7490","1"
"1","1","6","6","2","1",4.0,"0","1","7491","1"
"0","2","28","28","3","3",3.51,"2","2","7492","1"
"1","1","29","29","2","3",3.96,"4","2","7493","1"
"0","3","7","3","3","0",2.49,"4","2","7494","0"
"0","1","25","13","5","0",1.98,"1","1","7495","0"
"1","1","7","4","3","0",2.14,"3","1","7496","0"
"0","1","13","27","4","0",2.32,"4","2","7497","0"
"0","2","4","22","3","0",2.71,"1","1","7498","0"
"1","2","16","16","3","1",3.37,"2","2","7499","1"
"1","1","26","30","4","0",2.02,"0","1","7500","0"
"1","2","26","23","4","0",1.56,"0","2","7501","0"
"1","2","29","29","1","2",4.0,"2","1","7502","1"
"1","1","33","30","4","0",2.08,"0","2","7503","0"
"1","2","33","6","3","0",2.19,"2","2","7504","0"
"0","1","19","19","2","3",3.36,"3","2","7505","1"
"0","1","14","14","2","1",4.0,"3","2","7506","1"
"0","2","28","9","3","0",2.23,"0","1","7507","0"
"0","1","16","16","2","2",3.99,"2","2","7508","1"
"0","1","2","28","5","0",2.81,"0","2","7509","0"
"1","1","31","7","4","0",1.96,"0","2","7510","0"
"1","2","26","26","2","1",3.4,"0","1","7511","1"
"0","1","33","33","1","1",4.0,"1","1","7512","1"
"0","2","3","1","3","0",2.61,"4","1","7513","0"
"1","3","19","24","5","0",2.94,"2","1","7514","0"
"1","1","34","34","1","2",3.3,"0","1","7515","1"
"1","2","19","19","1","1",3.8,"2","1","7516","1"
"1","1","24","24","2","2",3.9,"1","1","7517","1"
"1","1","15","15","1","2",3.3,"0","1","7518","1"
"0","3","27","20","5","0",1.34,"0","1","7519","0"
"0","1","18","18","1","2",3.8,"0","1","7520","1"
"0","2","14","4","5","0",2.3,"1","2","7521","0"
"0","2","29","9","5","0",1.03,"2","1","7522","0"
"1","3","17","27","5","0",2.01,"2","1","7523","0"
"0","1","27","27","2","2",3.93,"2","2","7524","1"
"1","2","24","24","1","1",3.9,"0","1","7525","1"
"1","2","17","33","5","0",1.88,"4","1","7526","0"
"1","2","28","28","1","2",3.9,"1","1","7527","1"
"1","2","22","22","2","2",3.67,"4","2","7528","1"
"1","1","9","33","4","0",2.58,"0","2","7529","0"
"0","1","33","11","3","0",2.95,"5","1","7530","0"
"1","1","33","3","4","0",1.41,"5","2","7531","0"
"0","2","6","6","2","1",3.7,"2","1","7532","1"
"0","2","27","27","2","2",3.45,"2","2","7533","1"
"1","1","4","4","3","3",3.3,"2","2","7534","1"
"0","2","20","21","4","0",2.48,"5","1","7535","0"
"0","3","16","27","5","0",1.96,"1","2","7536","0"
"1","2","10","24","5","0",2.63,"0","1","7537","0"
"1","1","23","23","2","1",3.7,"2","1","7538","1"
"1","2","18","29","4","0",2.81,"3","1","7539","0"
"0","3","11","18","5","0",1.86,"4","2","7540","0"
"0","1","11","11","3","3",3.82,"2","2","7541","1"
"0","1","26","26","3","3",3.7,"4","2","7542","1"
"0","1","15","12","4","0",1.75,"2","1","7543","0"
"1","2","5","5","2","2",3.7,"2","1","7544","1"
"0","1","25","25","2","3",3.94,"4","2","7545","1"
"1","2","10","10","3","2",3.98,"4","2","7546","1"
"0","3","13","29","4","0",2.49,"2","2","7547","0"
"1","1","1","23","4","0",1.14,"5","2","7548","0"
"0","1","12","33","3","0",1.05,"2","1","7549","0"
"1","3","23","33","4","0",2.44,"4","2","7550","0"
"1","1","13","5","3","0",1.75,"4","1","7551","0"
"1","3","25","25","5","0",2.3,"5","1","7552","0"
"1","3","26","14","3","0",2.5,"1","2","7553","0"
"1","1","26","26","1","1",3.2,"2","1","7554","1"
"0","1","8","13","4","0",2.37,"4","1","7555","0"
"0","2","32","15","4","0",2.18,"2","2","7556","0"
"1","2","17","4","5","0",1.32,"1","1","7557","0"
"0","2","28","27","5","0",1.96,"0","2","7558","0"
"0","1","21","21","1","1",3.2,"2","1","7559","1"
"1","1","19","32","4","0",1.09,"2","1","7560","0"
"0","2","15","5","3","0",2.66,"3","1","7561","0"
"0","2","24","24","1","2",3.2,"0","1","7562","1"
